address,propertyType,bedrooms,transactions,lat,lon,detailsUrl
"Flat 2, 7, St Anns Villas, London, Greater London W11 4RU",FLAT,,"[{'displayPrice': '£605,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.50633,-0.21486,https://www.rightmove.co.uk/house-prices/details/england-21831370?s=69ba02e05a7ab5d72db2b43b984fa8e8001206a02afdd1cbea29d20d4cf6d4fb
"Ground Floor Flat, 17, Steeles Road, London, Greater London NW3 4SH",FLAT,1,"[{'displayPrice': '£770,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£745,000', 'dateSold': '7 Jan 2015', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£615,000', 'dateSold': '12 Aug 2011', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£450,000', 'dateSold': '14 Feb 2011', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.54602,-0.15865,https://www.rightmove.co.uk/house-prices/details/england-63400786-21741373?s=7521a32dc1c0b00228f6367160840fed76413ef94a33a29a05117d4791f44ee2
"75, Dorothy Road, London, Greater London SW11 2JJ",TERRACED,4,"[{'displayPrice': '£960,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£660,000', 'dateSold': '11 May 2007', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£275,000', 'dateSold': '3 Feb 2006', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.46553,-0.16419,https://www.rightmove.co.uk/house-prices/details/england-86884272-21808516?s=0c1abd0b2e25804f09b624167dc78421aced0bfe631764563a638d7c7b137f49
"5b, Arundel Square, London, Greater London N7 8AT",TERRACED,2,"[{'displayPrice': '£457,770', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£335,000', 'dateSold': '24 Jun 2011', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.5455,-0.10934,https://www.rightmove.co.uk/house-prices/details/england-153470057-21717547?s=cc15358194126c7caf4f4d467ff3b0923b8f4dbdfd72ac2f66e66c12c437dc89
"139, Stag Lane, London, Greater London NW9 0QS",TERRACED,4,"[{'displayPrice': '£750,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£640,000', 'dateSold': '8 Jun 2018', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.59498,-0.26827,https://www.rightmove.co.uk/house-prices/details/england-67219769-21742267?s=b0c91cf349da1629c616d97629b166375c8632cbb84d5bce7ca29a53ac17aa6e
"23, Vandyke Close, London, Greater London SW15 3JQ",FLAT,2,"[{'displayPrice': '£468,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£425,000', 'dateSold': '11 Feb 2021', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£320,000', 'dateSold': '20 Jul 2012', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£307,000', 'dateSold': '18 Feb 2008', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£187,000', 'dateSold': '27 Apr 2001', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.45154,-0.2193,https://www.rightmove.co.uk/house-prices/details/england-147700844-21809380?s=83c6bae082f21a3ef9cad008fe731eeb713b69ff6a6f7f0c620f7a1c6dae161c
"9, Heston House, 30, Wellesley Road, London, Greater London W4 4BN",FLAT,,"[{'displayPrice': '£390,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£385,000', 'dateSold': '20 Mar 2015', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£202,000', 'dateSold': '18 Sep 2006', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.49023,-0.27484,https://www.rightmove.co.uk/house-prices/details/england-21832948?s=4c2c109ac3e08a109219fe34233df09b00d5600e0e377462a68408c996df35c9
"33, Glenville Avenue, Enfield, Greater London EN2 0ER",TERRACED,4,"[{'displayPrice': '£725,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£295,000', 'dateSold': '22 Mar 2013', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.66562,-0.08613,https://www.rightmove.co.uk/house-prices/details/england-148497011-21653116?s=eaa73343d7ad8e2b01bb4974dc40cf540123f093bb8a5c48ec84d4c0991c4222
"54, Colmer Road, London, Greater London SW16 5JZ",TERRACED,5,"[{'displayPrice': '£755,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£550,000', 'dateSold': '10 Jul 2015', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£310,000', 'dateSold': '28 Jun 2013', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.41403,-0.12613,https://www.rightmove.co.uk/house-prices/details/england-149315492-21809692?s=8e70264dbead06fbb74a8d7468d3e7b1df82cddc6315d63d8c6093cb3947226b
"Flat 57, Aragon Court, 8, Hotspur Street, London, Greater London SE11 6BX",FLAT,,"[{'displayPrice': '£564,500', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£550,000', 'dateSold': '6 Oct 2015', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.48998,-0.11279,https://www.rightmove.co.uk/house-prices/details/england-21782740?s=237d8f75c3e032921e4a64b10269c8afdc9db426cb194a070b9a52d4b10d1ad2
"30, Perry Mead, Enfield, Greater London EN2 8BP",TERRACED,3,"[{'displayPrice': '£425,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£220,000', 'dateSold': '22 Mar 2006', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.66009,-0.09446,https://www.rightmove.co.uk/house-prices/details/england-150490340-21653197?s=6f9ed963e2f632851e7c3e93b7812ae1e442c31ce65a9d2253571d3d0928a320
"Flat 17, 10, Corsica Street, London, Greater London N5 1FT",FLAT,,"[{'displayPrice': '£720,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£760,000', 'dateSold': '25 Nov 2016', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.54699,-0.10135,https://www.rightmove.co.uk/house-prices/details/england-21717277?s=f9125050937e41d58a1fa4cd1aa476e8ef8c0f3a9c18b09ade0c77234539b444
"79, Drayton Avenue, London, Greater London W13 0LE",TERRACED,3,"[{'displayPrice': '£740,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£346,500', 'dateSold': '16 Sep 2004', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£249,000', 'dateSold': '9 Oct 2002', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.51396,-0.32337,https://www.rightmove.co.uk/house-prices/details/england-147812150-21831562?s=a2f47c8df4e4d25d04ffad86ff899d4b82c922d5adbe575cffe152aa755b9f1e
"Flat 12, Bluebell House, 8, Blondin Way, London, Greater London SE16 6BD",FLAT,,"[{'displayPrice': '£530,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£530,000', 'dateSold': '3 Mar 2021', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£425,000', 'dateSold': '20 Jun 2014', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.50105,-0.03655,https://www.rightmove.co.uk/house-prices/details/england-21783505?s=5bd4924a7dc655cd7450611ea7475dcd17bf8aee37b64b966096194d57f7f8f9
"Flat 35, Statham Court, 20, Tollington Way, London, Greater London N7 6FP",FLAT,,"[{'displayPrice': '£450,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£320,000', 'dateSold': '25 Nov 2011', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£220,000', 'dateSold': '15 Sep 2003', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£187,450', 'dateSold': '8 Jun 2000', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.56128,-0.12312,https://www.rightmove.co.uk/house-prices/details/england-21717502?s=8f923a4576c4145c2161ba2aeffa8fbaf9a631815209246a10bac83bf78dc970
"23, Wycherley Close, London, Greater London SE3 7QH",TERRACED,3,"[{'displayPrice': '£720,000', 'dateSold': '23 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£620,000', 'dateSold': '15 Feb 2021', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£460,000', 'dateSold': '19 Jul 2013', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£248,000', 'dateSold': '25 Jul 2003', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£130,000', 'dateSold': '24 Mar 1997', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£87,000', 'dateSold': '6 Jan 1995', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.47752,0.00953,https://www.rightmove.co.uk/house-prices/details/england-149066750-21785236?s=6711bec5e7921fc94e6d3cc80637e2fbc45f9dcd1e1e0eb31a209a962a384a1e
"Flat 18, Kingsgate House, Gosling Way, London, Greater London SW9 6JX",FLAT,1,"[{'displayPrice': '£336,000', 'dateSold': '23 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£320,000', 'dateSold': '12 Jul 2017', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£300,000', 'dateSold': '26 Feb 2016', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£192,500', 'dateSold': '5 Oct 2007', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.47611,-0.11121,https://www.rightmove.co.uk/house-prices/details/england-144457715-21812758?s=e36d8c5b3bde30912bff2913051f32080f0dc44e11e9408386ac3c1d12c66874
"Fernbank, King Street, London, Greater London N2 8EA",TERRACED,3,"[{'displayPrice': '£840,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£305,800', 'dateSold': '17 Sep 2003', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£185,000', 'dateSold': '6 Nov 1998', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£110,000', 'dateSold': '31 May 1996', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.59388,-0.17173,https://www.rightmove.co.uk/house-prices/details/england-146077799-21716575?s=63fe16a04f2319e35a71b848428fb05db436fad14a0eb2396bc7edbbc3e51c1f
"Ground Floor Flat, 57, Lichfield Grove, London, Greater London N3 2JJ",FLAT,,"[{'displayPrice': '£475,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£475,000', 'dateSold': '7 Jun 2016', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£301,500', 'dateSold': '25 Nov 2010', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£245,000', 'dateSold': '20 May 2005', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.59905,-0.19173,https://www.rightmove.co.uk/house-prices/details/england-21717001?s=b5bbf1c3c4de2c524cc257b9b7478500e8e3633f5ac4c9e6c9c2d4c36c284492
"41, Weybourne Street, London, Greater London SW18 4HG",TERRACED,3,"[{'displayPrice': '£970,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£870,000', 'dateSold': '24 Jun 2014', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.43748,-0.18805,https://www.rightmove.co.uk/house-prices/details/england-133310885-21810379?s=d8803f713aa7b52c76dfb9b36f68f232f5b4350c5b5c418904f2d466a3a10a74
"1, Charles Court, Larden Road, London, Greater London W3 7DR",FLAT,,"[{'displayPrice': '£430,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£405,000', 'dateSold': '20 Oct 2022', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.50393,-0.25285,https://www.rightmove.co.uk/house-prices/details/england-21832594?s=522f1d2f333b3a2976df86dc87e1ea8f3ec7202cb0349bd47c62a8894afd4a95
"28, Lavender Road, London, Greater London SE16 5DZ",TERRACED,3,"[{'displayPrice': '£800,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£553,500', 'dateSold': '11 Feb 2022', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£299,950', 'dateSold': '21 Oct 2011', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£226,000', 'dateSold': '16 Sep 2005', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£166,000', 'dateSold': '27 Apr 2000', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£66,000', 'dateSold': '28 Jun 1996', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.5063,-0.03863,https://www.rightmove.co.uk/house-prices/details/england-146555624-21783469?s=04389ce03e33363a9ad27cdf18fa297599f1de2893120103f5c76284463deff2
"18, Kenilworth Avenue, London, Greater London E17 4PE",TERRACED,2,"[{'displayPrice': '£852,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£470,000', 'dateSold': '29 Jan 2016', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£185,000', 'dateSold': '18 Mar 2005', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.59146,-0.01692,https://www.rightmove.co.uk/house-prices/details/england-35371632-21650704?s=97e7f81d41c69387e8cbdb27bfc974da9eeedaba2dbe03e2cd81d7e22b85c34f
"73, Rathcoole Gardens, London, Greater London N8 9NE",FLAT,2,"[{'displayPrice': '£650,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£349,999', 'dateSold': '1 May 2008', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£262,000', 'dateSold': '24 Jan 2003', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£195,000', 'dateSold': '15 Dec 2000', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£92,500', 'dateSold': '29 Apr 1997', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.58232,-0.11157,https://www.rightmove.co.uk/house-prices/details/england-147096422-21717865?s=2c8e9cb691e855f9321cbba1eed1a6bc8a298fc8e28122e9abcbb935000822f1
"Basement Flat, 12, Fairfield Road, London, Greater London N8 9HG",FLAT,,"[{'displayPrice': '£520,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£477,499', 'dateSold': '22 Sep 2020', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£525,000', 'dateSold': '30 Jul 2015', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£360,000', 'dateSold': '21 Aug 2007', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.58111,-0.12014,https://www.rightmove.co.uk/house-prices/details/england-21717847?s=f3743734ce9e355741b5aeff3cb1a810f206d0b03e52fed915e218bf3eb9f0e7
"Flat 606, Bagshaw Building, 1, Wards Place, London, Greater London E14 9AZ",FLAT,,"[{'displayPrice': '£525,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£529,200', 'dateSold': '3 Mar 2021', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.5018,-0.02211,https://www.rightmove.co.uk/house-prices/details/england-21649825?s=5726daa38d7cd7cd3aa1a105923a46347b6a6a2e6378cab3a7f3cbf9771f136d
"Flat 1, Cedar Court, 267, Hainault Road, London, Greater London E11 1ET",FLAT,,"[{'displayPrice': '£395,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£368,000', 'dateSold': '20 Nov 2019', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£355,000', 'dateSold': '19 Apr 2016', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.57364,0.00496,https://www.rightmove.co.uk/house-prices/details/england-21649072?s=5a1ff97deedfef9fe8853c1dc66a2e6b78dcdd1efac9b2190d18c252625ddc3c
"127, Chichester Road, London, Greater London N9 9DF",TERRACED,3,"[{'displayPrice': '£385,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.6311,-0.06475,https://www.rightmove.co.uk/house-prices/details/england-13301865-21717955?s=94b7d291ddca584dd8362dc4b521a948c00c8ab0d6c511edfd8846599fd63800
"32, Guibal Road, London, Greater London SE12 9LX",TERRACED,3,"[{'displayPrice': '£535,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£418,000', 'dateSold': '1 May 2015', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.44352,0.02056,https://www.rightmove.co.uk/house-prices/details/england-146569874-21782827?s=f2c04392c5f5022e3c3a21ec75c43785c7f3fefd42d4a8e5aec1dd05a75b79b5
"19, Brockley Way, London, Greater London SE4 2LW",FLAT,,"[{'displayPrice': '£315,000', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£290,000', 'dateSold': '29 Oct 2021', 'tenure': 'LEASEHOLD', 'newBuild': False}, {'displayPrice': '£217,000', 'dateSold': '3 Mar 2014', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.45658,-0.04422,https://www.rightmove.co.uk/house-prices/details/england-21785449?s=7c0601eeae09939f4a4654b35477817ee89458c822ee22ab9405657bb4fd0776
"48, Sixth Avenue, London, Greater London W10 4HD",TERRACED,2,"[{'displayPrice': '£870,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£500,000', 'dateSold': '25 May 2010', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£475,000', 'dateSold': '23 Sep 2009', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£341,500', 'dateSold': '28 Jul 2006', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£330,000', 'dateSold': '17 Jul 2003', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£249,000', 'dateSold': '5 Mar 2001', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£205,000', 'dateSold': '10 Dec 1999', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.52843,-0.21328,https://www.rightmove.co.uk/house-prices/details/england-81022107-21831202?s=8f925578755a4ba97e5619fab350da4439380c8ef89c52af493a47845a94a9cf
"77, Spruce Hills Road, London, Greater London E17 4LB",TERRACED,3,"[{'displayPrice': '£500,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£245,000', 'dateSold': '1 Jul 2005', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£181,000', 'dateSold': '15 Mar 2005', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£178,000', 'dateSold': '19 Dec 2003', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.59222,-0.00909,https://www.rightmove.co.uk/house-prices/details/england-142970066-21650686?s=de5088330fbe6100884cffdc11640feae3b720ec51987298e5f6637df421fbd7
"20, Salisbury Road, London, Greater London SE25 5DU",TERRACED,4,"[{'displayPrice': '£346,500', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£59,995', 'dateSold': '3 Feb 1997', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£38,000', 'dateSold': '23 Jan 1996', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.38623,-0.06993,https://www.rightmove.co.uk/house-prices/details/england-147849140-21784771?s=d6fcc428d4754941651152efd926db555867b3450a759fe96e24fbc326ad6962
"87, Byron Road, London, Greater London E17 4SN",FLAT,,"[{'displayPrice': '£501,260', 'dateSold': '20 Sep 2024', 'tenure': 'LEASEHOLD', 'newBuild': False}]",51.58824,-0.01807,https://www.rightmove.co.uk/house-prices/details/england-21650719?s=c321ca482568bc1b8cf867c64fd249c77425970c887046dad2e3506c37ef964f
"10, Langdon Crescent, London, Greater London E6 2PP",TERRACED,3,"[{'displayPrice': '£395,000', 'dateSold': '20 Sep 2024', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£68,000', 'dateSold': '7 Aug 1998', 'tenure': 'FREEHOLD', 'newBuild': False}, {'displayPrice': '£46,000', 'dateSold': '19 Sep 1997', 'tenure': 'FREEHOLD', 'newBuild': False}]",51.53166,0.06642,https://www.rightmove.co.uk/house-prices/details/england-140624900-21651985?s=ce8f49189e147c5760b94e6d0864b78bc9901b34ddff4b553213f5f24c4b8035
